"commodity","state","time","country","total_exports_value"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Pennsylvania","2014","World Total","10,380,278"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Pennsylvania","2015","World Total","9,112,335"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Pennsylvania","2016","World Total","5,808,706"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Pennsylvania","2017","World Total","5,337,885"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Pennsylvania","2018","World Total","15,204,597"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Puerto Rico","2014","World Total","1,383,972"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Puerto Rico","2015","World Total","405,373"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Puerto Rico","2016","World Total","1,029,175"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Puerto Rico","2017","World Total","460,140"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Puerto Rico","2018","World Total","1,125,458"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Rhode Island","2014","World Total","38,131,254"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Rhode Island","2015","World Total","35,103,566"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Rhode Island","2016","World Total","46,530,766"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Rhode Island","2017","World Total","33,922,606"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Rhode Island","2018","World Total","26,479,462"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","South Carolina","2014","World Total","6,865,540"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","South Carolina","2015","World Total","5,819,487"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","South Carolina","2016","World Total","9,131,130"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","South Carolina","2017","World Total","6,294,975"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","South Carolina","2018","World Total","5,562,106"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","South Dakota","2014","World Total","39,929"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","South Dakota","2015","World Total","159,268"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","South Dakota","2017","World Total","3,212"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","South Dakota","2018","World Total","4,299"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Tennessee","2014","World Total","2,265,395"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Tennessee","2015","World Total","3,547,405"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Tennessee","2016","World Total","2,246,641"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Tennessee","2017","World Total","2,454,288"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Tennessee","2018","World Total","4,043,499"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Texas","2014","World Total","33,676,706"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Texas","2015","World Total","39,921,808"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Texas","2016","World Total","75,808,982"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Texas","2017","World Total","45,200,654"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Texas","2018","World Total","36,873,949"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Utah","2014","World Total","804,733"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Utah","2015","World Total","570,509"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Utah","2016","World Total","901,435"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Utah","2017","World Total","1,033,722"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Utah","2018","World Total","1,711,103"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Vermont","2014","World Total","7,381,888"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Vermont","2015","World Total","6,125,223"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Vermont","2016","World Total","6,671,176"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Vermont","2017","World Total","4,459,291"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Vermont","2018","World Total","3,037,738"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Virginia","2014","World Total","40,163,813"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Virginia","2015","World Total","45,218,753"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Virginia","2016","World Total","39,821,513"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Virginia","2017","World Total","46,143,203"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Virginia","2018","World Total","44,617,792"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Washington","2014","World Total","1,097,557,090"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Washington","2015","World Total","1,012,314,673"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Washington","2016","World Total","937,421,823"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Washington","2017","World Total","1,120,588,779"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Washington","2018","World Total","1,064,397,795"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","West Virginia","2014","World Total","565,408"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","West Virginia","2015","World Total","4,410"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","West Virginia","2016","World Total","40,092"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","West Virginia","2018","World Total","11,821"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Wisconsin","2014","World Total","6,911,540"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Wisconsin","2015","World Total","4,278,753"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Wisconsin","2016","World Total","5,594,596"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Wisconsin","2017","World Total","10,049,817"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Wisconsin","2018","World Total","14,301,667"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Wyoming","2017","World Total","18,570"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Wyoming","2018","World Total","22,397"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Unknown","2014","World Total","35,047,409"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Unknown","2015","World Total","33,960,213"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Unknown","2016","World Total","33,360,923"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Unknown","2017","World Total","32,917,440"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Unknown","2018","World Total","32,538,519"
"211 Oil & Gas","Alabama","2014","World Total","12,702"
"211 Oil & Gas","Alabama","2015","World Total","80,402"
"211 Oil & Gas","Alabama","2016","World Total","57,135"
"211 Oil & Gas","Alabama","2018","World Total","28,045"
"211 Oil & Gas","Alaska","2014","World Total","290,878,068"
"211 Oil & Gas","Alaska","2015","World Total","246,177,551"
"211 Oil & Gas","Alaska","2016","World Total","146,745,423"
"211 Oil & Gas","Alaska","2017","World Total","86,039,287"
"211 Oil & Gas","Alaska","2018","World Total","127,964,325"
"211 Oil & Gas","Arizona","2014","World Total","633,526,164"
"211 Oil & Gas","Arizona","2015","World Total","380,334,559"
"211 Oil & Gas","Arizona","2016","World Total","405,321,694"
"211 Oil & Gas","Arizona","2017","World Total","231,517,790"
"211 Oil & Gas","Arizona","2018","World Total","179,669,761"
"211 Oil & Gas","Arkansas","2018","World Total","4,703"
"211 Oil & Gas","California","2014","World Total","269,647,861"
"211 Oil & Gas","California","2015","World Total","156,478,013"
"211 Oil & Gas","California","2016","World Total","137,787,957"
"211 Oil & Gas","California","2017","World Total","295,926,345"
"211 Oil & Gas","California","2018","World Total","266,098,790"
"211 Oil & Gas","Colorado","2014","World Total","81,983,589"
"211 Oil & Gas","Colorado","2015","World Total","42,043,544"
"211 Oil & Gas","Colorado","2016","World Total","61,619,498"
"211 Oil & Gas","Colorado","2017","World Total","20,925,039"
"211 Oil & Gas","Colorado","2018","World Total","2,836,893"
"211 Oil & Gas","Connecticut","2014","World Total","20,766"
"211 Oil & Gas","Connecticut","2015","World Total","2,436,331"
"211 Oil & Gas","Connecticut","2016","World Total","26,732,607"
"211 Oil & Gas","Connecticut","2017","World Total","6,953,192"
"211 Oil & Gas","Connecticut","2018","World Total","17,322,071"
"211 Oil & Gas","Delaware","2015","World Total","21,992"
"211 Oil & Gas","Delaware","2016","World Total","276,673"
"211 Oil & Gas","Delaware","2017","World Total","250,793"
"211 Oil & Gas","Delaware","2018","World Total","68,717"
"211 Oil & Gas","Dist of Columbia","2017","World Total","34,825"
"211 Oil & Gas","Florida","2014","World Total","6,141,727"
"211 Oil & Gas","Florida","2015","World Total","3,192,814"
"211 Oil & Gas","Florida","2016","World Total","4,110,080"
"211 Oil & Gas","Florida","2017","World Total","51,451,796"
"211 Oil & Gas","Florida","2018","World Total","22,235,916"
"211 Oil & Gas","Georgia","2014","World Total","162,839"
"211 Oil & Gas","Georgia","2015","World Total","64,082"
"211 Oil & Gas","Georgia","2016","World Total","164,043"
"211 Oil & Gas","Georgia","2017","World Total","1,407,997"
"211 Oil & Gas","Georgia","2018","World Total","119,809"
"211 Oil & Gas","Hawaii","2016","World Total","7,757"
"211 Oil & Gas","Idaho","2014","World Total","25,386"
"211 Oil & Gas","Idaho","2015","World Total","32,533"
"211 Oil & Gas","Idaho","2017","World Total","56,772"
"211 Oil & Gas","Idaho","2018","World Total","41,558"
"211 Oil & Gas","Illinois","2014","World Total","1,194,082,390"
"211 Oil & Gas","Illinois","2015","World Total","698,317,043"
"211 Oil & Gas","Illinois","2016","World Total","73,826,738"
"211 Oil & Gas","Illinois","2017","World Total","79,099,583"
"211 Oil & Gas","Illinois","2018","World Total","22,822,367"
"211 Oil & Gas","Indiana","2014","World Total","7,698,585"
"211 Oil & Gas","Indiana","2015","World Total","54,208,627"
"211 Oil & Gas","Indiana","2016","World Total","392,377,022"
"211 Oil & Gas","Indiana","2017","World Total","546,902,674"
"211 Oil & Gas","Indiana","2018","World Total","598,165,369"
"211 Oil & Gas","Iowa","2014","World Total","3,014,596"
"211 Oil & Gas","Iowa","2015","World Total","4,400"
"211 Oil & Gas","Iowa","2016","World Total","29,984"
"211 Oil & Gas","Kansas","2014","World Total","49,021,638"
"211 Oil & Gas","Kansas","2015","World Total","21,874,536"
"211 Oil & Gas","Kansas","2016","World Total","11,801,104"
"211 Oil & Gas","Kansas","2017","World Total","27,977,647"
"211 Oil & Gas","Kansas","2018","World Total","20,721,250"
"211 Oil & Gas","Kentucky","2014","World Total","2,517,721"
"211 Oil & Gas","Kentucky","2015","World Total","3,127,822"
"211 Oil & Gas","Kentucky","2016","World Total","4,592,972"
"211 Oil & Gas","Kentucky","2017","World Total","8,006,956"
"211 Oil & Gas","Kentucky","2018","World Total","6,562,866"
"211 Oil & Gas","Louisiana","2014","World Total","403,775,214"
"211 Oil & Gas","Louisiana","2015","World Total","789,067,777"
"211 Oil & Gas","Louisiana","2016","World Total","1,977,196,969"
"211 Oil & Gas","Louisiana","2017","World Total","5,148,698,950"
"211 Oil & Gas","Louisiana","2018","World Total","9,846,174,137"
"211 Oil & Gas","Maine","2014","World Total","261,458,631"
"211 Oil & Gas","Maine","2015","World Total","92,417,748"
"211 Oil & Gas","Maine","2016","World Total","157,938,795"
"211 Oil & Gas","Maine","2017","World Total","239,340,713"
"211 Oil & Gas","Maine","2018","World Total","244,331,775"
"211 Oil & Gas","Maryland","2014","World Total","105,248"
"211 Oil & Gas","Maryland","2015","World Total","58,956"
"211 Oil & Gas","Maryland","2016","World Total","90,426"
"211 Oil & Gas","Maryland","2017","World Total","79,614"
"211 Oil & Gas","Maryland","2018","World Total","1,158,528,535"
"211 Oil & Gas","Massachusetts","2014","World Total","118,895"
"211 Oil & Gas","Massachusetts","2015","World Total","30,591"
"211 Oil & Gas","Massachusetts","2016","World Total","105,563"
"211 Oil & Gas","Massachusetts","2017","World Total","3,143"
"211 Oil & Gas","Massachusetts","2018","World Total","116,273"
"211 Oil & Gas","Michigan","2014","World Total","2,126,264,436"
"211 Oil & Gas","Michigan","2015","World Total","1,277,752,485"
"211 Oil & Gas","Michigan","2016","World Total","914,515,440"
"211 Oil & Gas","Michigan","2017","World Total","1,366,433,547"
"211 Oil & Gas","Michigan","2018","World Total","870,565,753"
"211 Oil & Gas","Minnesota","2014","World Total","86,945,826"
"211 Oil & Gas","Minnesota","2015","World Total","10,203,483"
"211 Oil & Gas","Minnesota","2016","World Total","10,766,719"
"211 Oil & Gas","Minnesota","2017","World Total","19,872,380"
"211 Oil & Gas","Minnesota","2018","World Total","10,189,027"
"211 Oil & Gas","Mississippi","2014","World Total","8,880,912"
"211 Oil & Gas","Mississippi","2015","World Total","2,680,190"
"211 Oil & Gas","Mississippi","2016","World Total","2,166,333"
"211 Oil & Gas","Mississippi","2017","World Total","34,465,527"
"211 Oil & Gas","Mississippi","2018","World Total","2,337,702"
"211 Oil & Gas","Missouri","2014","World Total","4,492,568"
"211 Oil & Gas","Missouri","2015","World Total","1,111,167"
"211 Oil & Gas","Missouri","2016","World Total","792,952"
"211 Oil & Gas","Missouri","2017","World Total","244,849"
"211 Oil & Gas","Missouri","2018","World Total","1,020,582"
"211 Oil & Gas","Montana","2014","World Total","15,091,467"
"211 Oil & Gas","Montana","2015","World Total","15,041,537"
"211 Oil & Gas","Montana","2016","World Total","20,397,284"
"211 Oil & Gas","Montana","2017","World Total","30,188,369"
"211 Oil & Gas","Montana","2018","World Total","4,864,808"
"211 Oil & Gas","Nebraska","2014","World Total","476,523,565"
